=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2022.07.28 19:47:18 =~=~=~=~=~=~=~=~=~=~=~=
00:02:52.019: Update in progress (Total 592432/840672 bytes).  70%
00:08:04.300: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 19.50
00:08:04.572: Processed Opentherm and get response
00:08:04.575: Set statuses from dhwTarget
00:08:04.686: !!!!!!MQTT: Publish received.
00:08:04.691: !!!!!!MQTT: Publish received.
00:08:04.694: MQTT callback Topic: COWoda0/sensor/boilerroom/attributes, Received 550B message ...: {"rssi":-64,"CRT":50,"uptime":648678,"CO0_outside_temperature_North": 18.94,"CO0_outside_temperature_East": 18.31,"CO0_outside_temperature_West": 21.38,"CO0_outside_temperature_South": 19.38,"CO0_outside_temperature_Averange": 19.50,"CO0_boilerroom_temperature_CO": 20.56,"CO0_boilerroom_temperature_Water": 20.75,"CO0_boilerroom_temperature": 24.30,"CO0_boilerroom_pressure": 993,"CO0_boilerroom_high": 0.00,"CO0_boilerroom_highreal": 0.00,"CO0_boilerroom_gasCO": 24.00,"CO0_boilerroom_pump1Water_Energy": 0.01,"CO0_boilerroom_pump2CO_Energy": 0.01}
00:08:04.745: Value is valid number: 19.50
00:08:04.748: NEWS temp  updated from MQTT to: 19.50
00:08:04.773: Set statuses from op
00:08:04.832: !!!!!!MQTT: Publish received.
00:08:04.835: MQTT callback Topic: COWoda0/switch/boilerroom/attributes, Received 77B message ...: {"CRT":50,"CO0_boilerroom_pump1Water": "OFF","CO0_boilerroom_pump2CO": "OFF"}
00:08:04.844: PayloadStatus. PayloadStr: OFF
00:08:04.847: PayloadStatus. PayloadStr: OFF
00:08:04.851: Wood/coax CO Pump Status  to:  Disabled
00:08:04.856: PayloadStatus. PayloadStr: OFF
00:08:04.860: PayloadStatus. PayloadStr: OFF
00:08:04.864: Wood/coax Water Pump Status  to:  Disabled
00:08:04.973: Set statuses from opentherm
00:08:04.976: Set statuses from isCentralHeatingActive
00:08:04.978: Set statuses from isHotWaterActive
00:08:04.980: Set statuses from isFlameOn
00:08:04.982: Set statuses from isCoolingActive
00:08:04.985: Set statuses from isDiagnostic
00:08:05.182: Set statuses from getModulation
00:08:05.377: Set statuses from getBoilerTemperature
00:08:05.574: Set statuses from getDHWTemperature
00:08:05.679: !!!!!!MQTT: Publish received.
00:08:05.683: !!!!!!MQTT: Publish received.
00:08:05.687: MQTT callback Topic: FLOORH1/sensor/room/attributes, Received 807B message ...: {"rssi":-88,"HallSensor1":65,"CRT":683,"FL1_room_temperature_1": 21.94,"FL1_room_temperature_setpoint_1": 21.00,"FL1_room_temperature_2": 22.62,"FL1_room_temperature_setpoint_2": 21.00,"FL1_room_temperature_4": 23.25,"FL1_room_temperature_setpoint_4": 22.00,"FL1_room_temperature_5": 28.00,"FL1_room_temperature_setpoint_5": 20.50,"FL1_room_temperature_6": 23.44,"FL1_room_temperature_setpoint_6": 22.50,"FL1_room_temperature_9": 24.44,"FL1_room_temperature_setpoint_9": 27.00,"FL1_room_temperature_10": 24.12,"FL1_room_temperature_setpoint_10": 20.50,"FL1_room_temperature_12": 23.56,"FL1_room_temperature_13": 30.12,"FL1_room_temperature_0": 21.94,"FL1_room_temperature_setpoint_0": 22.50,"FL1_room_temperature_0_DHT_Temp": 29.50,"FL1_room_humidity_0_DHT_Humid": 43.70,"FL1_room_pumpstate_0_pumpstate": 0}
00:08:05.761: Value is valid number: 21.94
00:08:05.764: Floor1temp  set to: 21.94
00:08:05.769: Value is valid number: 22.50
00:08:05.771: Floor1temp  Setpoint set to: 22.50
00:08:05.777: Set statuses from getReturnTemperature
00:08:05.975: Set statuses from getPressure
00:08:05.977: Set statuses from opentherm
00:08:05.980: Set fault status from opentherm
00:08:05.984: MainLoop: ArduinoOTA
00:08:05.986: MainLoop: checkWifi
00:08:05.988: MainLoop: Websocket cleanup
00:08:05.990: MainLoopInLoop: loop begin updatedatatowww
00:08:05.993: Update Data to www
00:08:05.999: Flame_Total: 0.00 (< 1 s. ), CO: 0.00 (< 1 s. ), DHW: 0.00 (< 1 s. )
00:08:06.003: MainLoopInLoop: notifyclients to /ws in JSON
00:08:06.010: MainLoopInLoop: Influx validateconnection
00:08:06.138: Connected to InfluxDB: http://ha.marm:8086
00:08:06.140: MainLoopInLoop: message str builder to log
00:08:06.143: stats: Uptime: 8min. 6s.  ## Free memory: 42% 13.28kB bytes ## Wifi: 80% ## Mqtt reconnects: 0
00:08:06.149: MainLoopInLoop: stats string builder to json
00:08:06.155: MainLoopInLoop: mqttAsync send stats
00:08:06.159: MainLoopInLoop: mqttAsync send WillTopic
00:08:06.164: Update_OpenTherm_data
00:08:06.167: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:08:06.176: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 19.50
00:08:06.376: Processed Opentherm and get response
00:08:06.379: Set statuses from dhwTarget
00:08:06.576: Set statuses from op
00:08:06.776: Set statuses from opentherm
00:08:06.779: Set statuses from isCentralHeatingActive
00:08:06.781: Set statuses from isHotWaterActive
00:08:06.784: Set statuses from isFlameOn
00:08:06.786: Set statuses from isCoolingActive
00:08:06.790: Set statuses from isDiagnostic
00:08:06.985: Set statuses from getModulation
00:08:07.181: Set statuses from getBoilerTemperature
00:08:07.378: Set statuses from getDHWTemperature
00:08:07.578: Set statuses from getReturnTemperature
00:08:07.778: Set statuses from getPressure
00:08:07.781: Set statuses from opentherm
00:08:07.783: Set fault status from opentherm
00:08:07.787: MainLoop: ArduinoOTA
00:08:07.790: MainLoop: checkWifi
00:08:07.792: MainLoop: Websocket cleanup
00:08:07.794: Update_OpenTherm_data
00:08:07.798: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:08:07.803: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 19.50
00:08:08.080: Processed Opentherm and get response
00:08:08.082: Set statuses from dhwTarget
00:08:08.279: Set statuses from op
00:08:08.480: Set statuses from opentherm
00:08:08.483: Set statuses from isCentralHeatingActive
00:08:08.485: Set statuses from isHotWaterActive
00:08:08.487: Set statuses from isFlameOn
00:08:08.489: Set statuses from isCoolingActive
00:08:08.492: Set statuses from isDiagnostic
00:08:08.689: Set statuses from getModulation
00:08:08.884: Set statuses from getBoilerTemperature
00:08:09.082: Set statuses from getDHWTemperature
00:08:09.281: Set statuses from getReturnTemperature
00:08:09.481: Set statuses from getPressure
00:08:09.484: Set statuses from opentherm
00:08:09.486: Set fault status from opentherm
00:08:09.490: MainLoop: ArduinoOTA
00:08:09.493: MainLoop: checkWifi
00:08:09.495: MainLoop: Websocket cleanup
00:08:09.497: MainLoopInLoop: loop begin updatedatatowww
00:08:09.499: Update Data to www
00:08:09.505: Flame_Total: 0.00 (< 1 s. ), CO: 0.00 (< 1 s. ), DHW: 0.00 (< 1 s. )
00:08:09.510: MainLoopInLoop: notifyclients to /ws in JSON
00:08:09.517: MainLoopInLoop: Influx validateconnection
00:08:09.592: Connected to InfluxDB: http://ha.marm:8086
00:08:09.595: MainLoopInLoop: message str builder to log
00:08:09.598: stats: Uptime: 8min. 9s.  ## Free memory: 43% 13.55kB bytes ## Wifi: 80% ## Mqtt reconnects: 0
00:08:09.603: MainLoopInLoop: stats string builder to json
00:08:09.609: MainLoopInLoop: mqttAsync send stats
00:08:09.614: MainLoopInLoop: mqttAsync send WillTopic
00:08:09.618: MainLoop3rdTimed: Ledblonk
00:08:09.622: Update_OpenTherm_data
00:08:09.626: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:08:09.634: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 19.50
00:08:09.882: Processed Opentherm and get response
00:08:09.885: Set statuses from dhwTarget
00:08:10.083: Set statuses from op
00:08:10.283: Set statuses from opentherm
00:08:10.286: Set statuses from isCentralHeatingActive
00:08:10.289: Set statuses from isHotWaterActive
00:08:10.291: Set statuses from isFlameOn
00:08:10.293: Set statuses from isCoolingActive
00:08:10.297: Set statuses from isDiagnostic
00:08:10.493: Set statuses from getModulation
00:08:10.688: Set statuses from getBoilerTemperature
00:08:10.884: Set statuses from getDHWTemperature
00:08:11.086: Set statuses from getReturnTemperature
00:08:11.285: Set statuses from getPressure
00:08:11.288: Set statuses from opentherm
00:08:11.290: Set fault status from opentherm
00:08:11.295: MainLoop: ArduinoOTA
00:08:11.298: MainLoop: checkWifi
00:08:11.301: MainLoop: Websocket cleanup
00:08:11.304: Update_OpenTherm_data
00:08:11.307: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:08:11.310: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 19.50
00:08:11.586: Processed Opentherm and get response
00:08:11.589: Set statuses from dhwTarget
00:08:11.786: Set statuses from op
00:08:11.987: Set statuses from opentherm
00:08:11.990: Set statuses from isCentralHeatingActive
00:08:11.992: Set statuses from isHotWaterActive
00:08:11.994: Set statuses from isFlameOn
00:08:11.997: Set statuses from isCoolingActive
00:08:11.999: Set statuses from isDiagnostic
00:08:12.196: Set statuses from getModulation
00:08:12.391: Set statuses from getBoilerTemperature
00:08:12.588: Set statuses from getDHWTemperature
00:08:12.788: Set statuses from getReturnTemperature
00:08:12.988: Set statuses from getPressure
00:08:12.991: Set statuses from opentherm
00:08:12.994: Set fault status from opentherm
00:08:12.998: MainLoop: ArduinoOTA
00:08:13.000: MainLoop: checkWifi
00:08:13.003: MainLoop: Websocket cleanup
00:08:13.005: MainLoopInLoop: loop begin updatedatatowww
00:08:13.007: Update Data to www
00:08:13.013: Flame_Total: 0.00 (< 1 s. ), CO: 0.00 (< 1 s. ), DHW: 0.00 (< 1 s. )
00:08:13.017: MainLoopInLoop: notifyclients to /ws in JSON
00:08:13.024: MainLoopInLoop: Influx validateconnection
00:08:13.116: Connected to InfluxDB: http://ha.marm:8086
00:08:13.119: MainLoopInLoop: message str builder to log
00:08:13.122: stats: Uptime: 8min. 13s.  ## Free memory: 41% 13.05kB bytes ## Wifi: 80% ## Mqtt reconnects: 0
00:08:13.127: MainLoopInLoop: stats string builder to json
00:08:13.133: MainLoopInLoop: mqttAsync send stats
00:08:13.142: MainLoopInLoop: mqttAsync send WillTopic
00:08:13.145: Update_OpenTherm_data
00:08:13.148: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:08:13.154: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 19.50
00:08:13.389: Processed Opentherm and get response
00:08:13.392: Set statuses from dhwTarget
00:08:13.590: Set statuses from op
00:08:13.790: Set statuses from opentherm
00:08:13.793: Set statuses from isCentralHeatingActive
00:08:13.795: Set statuses from isHotWaterActive
00:08:13.798: Set statuses from isFlameOn
00:08:13.800: Set statuses from isCoolingActive
00:08:13.802: Set statuses from isDiagnostic
00:08:13.999: Set statuses from getModulation
00:08:14.195: Set statuses from getBoilerTemperature
00:08:14.391: Set statuses from getDHWTemperature
00:08:14.592: Set statuses from getReturnTemperature
00:08:14.792: Set statuses from getPressure
00:08:14.795: Set statuses from opentherm
00:08:14.797: Set fault status from opentherm
00:08:14.801: MainLoop: ArduinoOTA
00:08:14.803: MainLoop: checkWifi
00:08:14.806: MainLoop: Websocket cleanup
00:08:14.808: Update_OpenTherm_data
00:08:14.811: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:08:14.820: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 19.50
00:08:15.094: Processed Opentherm and get response
00:08:15.096: Set statuses from dhwTarget
00:08:15.293: Set statuses from op
00:08:15.493: Set statuses from opentherm
00:08:15.496: Set statuses from isCentralHeatingActive
00:08:15.499: Set statuses from isHotWaterActive
00:08:15.501: Set statuses from isFlameOn
00:08:15.503: Set statuses from isCoolingActive
00:08:15.506: Set statuses from isDiagnostic
00:08:15.703: Set statuses from getModulation
00:08:15.899: Set statuses from getBoilerTemperature
00:08:16.095: Set statuses from getDHWTemperature
00:08:16.295: Set statuses from getReturnTemperature
00:08:16.495: Set statuses from getPressure
00:08:16.498: Set statuses from opentherm
00:08:16.500: Set fault status from opentherm
00:08:16.504: MainLoop: ArduinoOTA
00:08:16.507: MainLoop: checkWifi
00:08:16.509: MainLoop: Websocket cleanup
00:08:16.511: MainLoopInLoop: loop begin updatedatatowww
00:08:16.513: Update Data to www
00:08:16.519: Flame_Total: 0.00 (< 1 s. ), CO: 0.00 (< 1 s. ), DHW: 0.00 (< 1 s. )
00:08:16.525: MainLoopInLoop: notifyclients to /ws in JSON
00:08:16.531: MainLoopInLoop: Influx validateconnection
00:08:16.775: Connected to InfluxDB: http://ha.marm:8086
00:08:16.778: MainLoopInLoop: message str builder to log
00:08:16.781: stats: Uptime: 8min. 16s.  ## Free memory: 44% 13.80kB bytes ## Wifi: 80% ## Mqtt reconnects: 0
00:08:16.786: MainLoopInLoop: stats string builder to json
00:08:16.792: MainLoopInLoop: mqttAsync send stats
00:08:16.796: MainLoopInLoop: mqttAsync send WillTopic
00:08:16.801: Update_OpenTherm_data
00:08:16.804: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:08:16.813: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 19.50
00:08:17.013: Processed Opentherm and get response
00:08:17.016: Set statuses from dhwTarget
00:08:17.211: Set statuses from op
00:08:17.407: Set statuses from opentherm
00:08:17.410: Set statuses from isCentralHeatingActive
00:08:17.412: Set statuses from isHotWaterActive
00:08:17.415: Set statuses from isFlameOn
00:08:17.417: Set statuses from isCoolingActive
00:08:17.419: Set statuses from isDiagnostic
00:08:17.616: Set statuses from getModulation
00:08:17.812: Set statuses from getBoilerTemperature
00:08:18.007: Set statuses from getDHWTemperature
00:08:18.203: Set statuses from getReturnTemperature
00:08:18.399: Set statuses from getPressure
00:08:18.402: Set statuses from opentherm
00:08:18.404: Set fault status from opentherm
00:08:18.408: MainLoop: ArduinoOTA
00:08:18.411: MainLoop: checkWifi
00:08:18.413: MainLoop: Websocket cleanup
00:08:18.416: Update_OpenTherm_data
00:08:18.419: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:08:18.424: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 19.50
00:08:18.700: Processed Opentherm and get response
00:08:18.703: Set statuses from dhwTarget
00:08:18.900: Set statuses from op
00:08:19.101: Set statuses from opentherm
00:08:19.104: Set statuses from isCentralHeatingActive
00:08:19.107: Set statuses from isHotWaterActive
00:08:19.109: Set statuses from isFlameOn
00:08:19.111: Set statuses from isCoolingActive
00:08:19.114: Set statuses from isDiagnostic
00:08:19.311: Set statuses from getModulation
00:08:19.506: Set statuses from getBoilerTemperature
00:08:19.702: Set statuses from getDHWTemperature
00:08:19.902: Set statuses from getReturnTemperature
00:08:20.103: Set statuses from getPressure
00:08:20.106: Set statuses from opentherm
00:08:20.108: Set fault status from opentherm
00:08:20.112: MainLoop: ArduinoOTA
00:08:20.114: MainLoop: checkWifi
00:08:20.117: MainLoop: Websocket cleanup
00:08:20.119: MainLoopInLoop: loop begin updatedatatowww
00:08:20.121: Update Data to www
00:08:20.127: Flame_Total: 0.00 (< 1 s. ), CO: 0.00 (< 1 s. ), DHW: 0.00 (< 1 s. )
00:08:20.131: MainLoopInLoop: notifyclients to /ws in JSON
00:08:20.139: MainLoopInLoop: Influx validateconnection
00:08:20.385: Connected to InfluxDB: http://ha.marm:8086
00:08:20.388: MainLoopInLoop: message str builder to log
00:08:20.391: stats: Uptime: 8min. 20s.  ## Free memory: 37% 11.75kB bytes ## Wifi: 80% ## Mqtt reconnects: 0
00:08:20.396: MainLoopInLoop: stats string builder to json
00:08:20.402: MainLoopInLoop: mqttAsync send stats
00:08:20.408: MainLoopInLoop: mqttAsync send WillTopic
00:08:20.411: MainLoop3rdTimed: Ledblonk
00:08:20.414: Update_OpenTherm_data
00:08:20.418: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:08:20.426: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 19.50
00:08:20.627: Processed Opentherm and get response
00:08:20.630: Set statuses from dhwTarget
00:08:20.825: Set statuses from op
00:08:21.021: Set statuses from opentherm
00:08:21.024: Set statuses from isCentralHeatingActive
00:08:21.026: Set statuses from isHotWaterActive
00:08:21.028: Set statuses from isFlameOn
00:08:21.031: Set statuses from isCoolingActive
00:08:21.033: Set statuses from isDiagnostic
00:08:21.305: Set statuses from getModulation
00:08:21.505: Set statuses from getBoilerTemperature
00:08:21.706: Set statuses from getDHWTemperature
00:08:21.906: Set statuses from getReturnTemperature
00:08:22.107: Set statuses from getPressure
00:08:22.110: Set statuses from opentherm
00:08:22.112: Set fault status from opentherm
00:08:22.116: MainLoop: ArduinoOTA
00:08:22.118: MainLoop: checkWifi
00:08:22.121: MainLoop: Websocket cleanup
00:08:22.124: Update_OpenTherm_data
00:08:22.127: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:08:22.132: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 19.50
00:08:22.407: Processed Opentherm and get response
00:08:22.410: Set statuses from dhwTarget
00:08:22.607: Set statuses from op
00:08:22.808: Set statuses from opentherm
00:08:22.811: Set statuses from isCentralHeatingActive
00:08:22.813: Set statuses from isHotWaterActive
00:08:22.815: Set statuses from isFlameOn
00:08:22.817: Set statuses from isCoolingActive
00:08:22.820: Set statuses from isDiagnostic
00:08:23.017: Set statuses from getModulation
00:08:23.212: Set statuses from getBoilerTemperature
